x,y,r,b
102.0,1217.0,2.2361679077148438,239
528.5,1198.0,2.5000998973846436,226
1089.5,1190.0,1.500100016593933,186
1455.9241943359375,1183.197021484375,4.3328070640563965,255
752.5,1179.0,2.061652660369873,217
529.2999877929688,1178.699951171875,1.8385370969772339,218
1493.0,1176.0,1.414313554763794,197
1838.0,1167.75,1.250100016593933,172
157.25,1166.0,1.250100016593933,188
585.25,1162.75,1.7678669691085815,193
1219.0,1151.0,1.414313554763794,187
226.0,1149.0,2.2361679077148438,253
1235.7325439453125,1146.337158203125,4.670527935028076,255
883.0,1145.0,4.472236156463623,255
831.0,1138.5,1.1181340217590332,146
1892.6817626953125,1138.3182373046875,8.035477638244629,255
1563.6666259765625,1132.0,1.6667993068695068,203
1911.5,1128.75,2.795184850692749,252
903.0,1115.5,2.6926822662353516,255
1031.0,1109.5,2.061652660369873,222
1185.0,1098.0,1.414313554763794,202
762.0,1095.0,1.414313554763794,175
430.8333435058594,1093.1666259765625,1.1785954236984253,143
1296.0,1082.0,1.414313554763794,193
1472.0,1077.5,1.1181340217590332,179
162.6999969482422,1078.300048828125,1.8386143445968628,255
581.0,1073.0,1.414313554763794,184
1218.0,1070.5,2.061652660369873,255
368.1000061035156,1059.0999755859375,3.101698160171509,255
1813.5,1056.5,2.9155757427215576,255
872.5,1050.0,1.1181340217590332,159
674.0,1051.4000244140625,2.6001224517822266,255
371.75,1046.75,1.7678669691085815,188
204.0,1044.25,1.250100016593933,177
1379.0,1033.75,1.250100016593933,177
1355.6666259765625,1034.0,1.6667993068695068,200
657.0,1034.0,2.2361679077148438,241
1795.0,1035.0,4.242740631103516,253
355.0,1021.0,1.414313554763794,177
648.0,1019.5,1.1181340217590332,119
907.0,1019.3333129882812,1.666750431060791,195
1750.5,1018.0,1.1181340217590332,133
281.0,1014.3333129882812,1.666750431060791,201
1545.7142333984375,1015.7142944335938,5.439986705780029,252
1422.0999755859375,1002.9000244140625,3.101726770401001,255
526.5833129882812,1003.3333129882812,8.090293884277344,250
1210.0,994.5,1.1181340217590332,176
710.7307739257812,997.0384521484375,3.0504562854766846,244
1070.0,993.0,1.414313554763794,171
343.7962951660156,978.7222290039062,3.2842040061950684,239
192.5,975.0999755859375,3.265049695968628,255
364.5,965.75,2.304986000061035,231
1199.0,964.0,1.414313554763794,200
1033.0,963.5,1.1181340217590332,176
1141.0,942.4285888671875,3.571545124053955,255
1638.0,934.0,2.2361679077148438,255
478.0,924.0,5.385264873504639,249
1315.4000244140625,911.0,3.4000885486602783,245
1158.4000244140625,902.0,2.6000754833221436,253
360.25,900.0,1.250100016593933,201
74.0,895.0,3.1623775959014893,239
1146.3333740234375,889.0,3.073272466659546,255
67.5,885.0,1.1181340217590332,187
441.0,872.0,3.1623775959014893,250
1384.0,868.0,2.2361679077148438,233
1216.25,867.0,2.0156643390655518,210
235.0,865.5,1.500100016593933,200
628.5,856.0,2.061652660369873,217
777.7926635742188,840.5487670898438,4.096833229064941,230
