x,y,r,b
102.0,1217.0,1.414313554763794,239
528.5,1198.5,1.581238865852356,226
1455.699951171875,1183.300048828125,3.712263345718384,255
226.0,1149.0,1.414313554763794,253
1235.857177734375,1146.4285888671875,2.575474262237549,255
882.9000244140625,1145.0999755859375,4.10129451751709,255
1892.5789794921875,1138.105224609375,5.532639026641846,255
1911.5,1128.5,2.12142014503479,252
903.0,1115.5,2.061652660369873,255
368.1666564941406,1059.1666259765625,2.17315411567688,255
1813.5,1056.25,2.304986000061035,255
674.0,1051.5,2.061652660369873,255
657.0,1034.0,1.414313554763794,241
1795.0,1035.0,3.6056511402130127,253
1545.5714111328125,1015.7142944335938,4.748898029327393,252
525.6428833007812,1006.0,4.794312000274658,245
1422.0,1003.0,2.2361679077148438,255
528.75,998.25,1.7678669691085815,246
711.0,997.0,2.2361679077148438,244
344.0,978.5999755859375,2.6001224517822266,239
192.5,975.0,2.6926822662353516,255
364.5,965.5,1.581238865852356,231
1140.75,942.5,2.795184850692749,255
1638.25,934.25,1.7678669691085815,255
478.0,924.0,4.472236156463623,249
1315.5,911.0,2.6926822662353516,245
1158.1363525390625,901.9545288085938,2.1369361877441406,253
74.0,895.0,2.2361679077148438,239
1146.0,889.0,2.2361679077148438,255
441.0,872.0,2.2361679077148438,250
1384.0,868.0,1.414313554763794,233
777.5,840.5,3.5356338024139404,230
389.29998779296875,834.7000122070312,1.838593602180481,248
767.0,800.0,2.2361679077148438,244
1891.5,788.5,1.581238865852356,230
1670.0,766.5,2.061652660369873,243
1219.0,766.5714111328125,4.6796345710754395,231
207.0,755.0,1.414313554763794,255
1059.0,746.0,2.2361679077148438,243
9.0,717.0,1.414313554763794,226
1223.0,702.5,2.061652660369873,246
1606.0,681.0,2.2361679077148438,255
1044.0,678.0,7.071167945861816,255
1577.300048828125,667.7000122070312,1.8385703563690186,255
354.5,653.5,1.581238865852356,242
1193.0,628.0,1.414313554763794,211
579.3571166992188,614.7857055664062,1.8211982250213623,250
584.7222290039062,609.7963256835938,3.2841928005218506,230
598.0,596.0,1.414313554763794,235
985.75,589.5,2.304986000061035,255
1461.1666259765625,580.1666870117188,2.1732125282287598,255
134.5,573.0,2.5000998973846436,248
991.0,560.0,4.472236156463623,255
1470.0,556.3333129882812,1.666750431060791,244
302.5,486.8333435058594,1.900386095046997,255
1591.0,484.0,1.414313554763794,210
1842.4000244140625,475.0,2.6000754833221436,255
534.0,471.0,1.414313554763794,235
526.7963256835938,461.27777099609375,3.2841742038726807,243
1844.25,440.75,1.7678669691085815,246
1502.7413330078125,443.0862121582031,4.742306709289551,255
912.1666870117188,422.1666564941406,4.249261856079102,241
1736.0,415.5,1.8028756380081177,246
1075.1666259765625,397.5,1.9004316329956055,255
453.5,357.5,1.581238865852356,232
1378.5,343.5,2.549609661102295,255
1822.0,333.5,1.8028756380081177,255
963.4285888671875,299.28570556640625,4.74887228012085,244
522.5,286.0,2.061652660369873,255
1430.5,277.5,1.581238865852356,244
297.5,266.0,2.061652660369873,255
657.772705078125,261.7727355957031,4.778238296508789,255
486.5,245.0,1.8028756380081177,228
1266.5,198.1666717529297,1.9003955125808716,255
1101.9285888671875,185.35714721679688,3.3579883575439453,254
1749.1153564453125,172.65383911132812,2.5075018405914307,255
1941.1666259765625,170.1666717529297,2.1732044219970703,236
247.8333282470703,167.5,1.9003955125808716,245
274.78570556640625,162.7857208251953,2.5254857540130615,255
1825.5,161.5,1.581238865852356,249
1793.0,158.0,1.414313554763794,237
1778.0,158.5,1.8028756380081177,252
1582.5,158.5,1.581238865852356,238
777.7413940429688,157.08621215820312,4.742252349853516,238
273.0,153.0,1.414313554763794,227
1809.0,132.0,1.414313554763794,220
1114.3421630859375,129.34210205078125,7.1688666343688965,169
1811.8333740234375,116.5,1.9003673791885376,255
1103.0,117.5,7.566473007202148,255
1091.6578369140625,105.65789794921875,7.168943405151367,168
797.0,96.0,1.414313554763794,223
690.0,89.0,1.414313554763794,237
392.0,84.0,3.6056511402130127,255
322.8333435058594,63.16666793823242,2.1731607913970947,255
1854.0,52.33333206176758,1.6667656898498535,249
699.8333129882812,52.5,1.900404930114746,255
217.0,48.5,2.061652660369873,254
517.875,19.75,3.365827798843384,254
1151.5,14.5,1.581238865852356,244
362.0,11.0,1.414313554763794,237
