x,y,r,b
1455.75,1183.25,2.850538492202759,255
1236.0,1146.5,1.500100016593933,255
883.0,1145.0,3.1623775959014893,255
1892.5714111328125,1138.2857666015625,4.748940467834473,255
1813.5,1056.5,1.581238865852356,255
1795.0,1034.625,2.577040910720825,253
1545.5,1015.5,3.8079864978790283,252
525.7142944335938,1006.0,3.8466386795043945,245
1422.0,1003.0,1.414313554763794,255
711.0,997.0,1.414313554763794,244
343.5,978.5,1.581238865852356,239
192.5,975.0,1.8028756380081177,255
1141.0,942.5,2.061652660369873,255
477.8333435058594,924.1666870117188,3.8370578289031982,249
1315.5,911.0,1.8028756380081177,245
74.0,895.0,1.414313554763794,239
1146.0,889.0,1.414313554763794,255
441.0,872.0,1.414313554763794,250
777.5,840.5,2.549609661102295,230
1219.0,766.5714111328125,3.571545124053955,231
1606.5,681.0,1.500100016593933,255
1044.0,678.0,6.082862854003906,255
584.8333129882812,609.8333129882812,2.173161029815674,230
986.0,589.5,1.500100016593933,255
134.5,573.0,1.500100016593933,248
991.0,560.0,3.6056511402130127,255
1842.5,475.0,1.8028756380081177,255
527.0,461.0,2.2361679077148438,243
1502.7857666015625,443.0,3.7857697010040283,255
912.2142944335938,422.21429443359375,3.309030532836914,241
1378.5,343.5,1.581238865852356,255
963.5,299.5,3.8079864978790283,244
297.5,266.0,1.500100016593933,255
657.75,261.75,3.952946901321411,255
1101.857177734375,185.42857360839844,2.5754659175872803,254
1749.0,172.6666717529297,1.6667625904083252,255
274.5,162.5,1.581238865852356,255
777.772705078125,157.0454559326172,3.773115396499634,238
1103.0,117.5,4.272101879119873,255
391.5555419921875,83.72222137451172,2.7583770751953125,255
517.7857055664062,19.785715103149414,2.5254886150360107,254
